"","sign_p.value","effect_size","p.adjust","enrich","tax","group","enrich2"
"GuYY_2017_Acarbose_D90.Firmicutes_bacterium_AF16_15",0.598816166547257,-0.0744,0.695011534667298,"none","Firmicutes_bacterium_AF16_15","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Flavonifractor_plautii",0.000483635007180183,0.494,0.00205544878051578,"D0","Flavonifractor_plautii","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Fusicatenibacter_saccharivorans",2.40967965632148e-06,-0.668,5.35690323597622e-05,"D90","Fusicatenibacter_saccharivorans","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Gemmiger_formicilis",3.83630764283126e-05,-0.583,0.000326086149640657,"D90","Gemmiger_formicilis","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Gemmiger_SGB15295",0.3876052271813,0.122,0.495654471926529,"none","Gemmiger_SGB15295","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB2653_SGB3574",0.592126527158545,-0.0758,0.692812009509391,"none","GGB2653_SGB3574","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB2848_SGB3813",0.409169889550767,-0.117,0.514130861218138,"none","GGB2848_SGB3813","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB2982_SGB3964",0.0119140773249977,-0.355,0.0294287892899516,"D90","GGB2982_SGB3964","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.GGB2998_SGB3988",0.197497984579942,0.182,0.275733901176828,"none","GGB2998_SGB3988","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB3109_SGB4119",2.20929302092489e-05,-0.6,0.000212828561015764,"D90","GGB3109_SGB4119","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.GGB3256_SGB4303",0.85826305868328,0.0253,0.89222310776787,"none","GGB3256_SGB4303","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB3304_SGB4367",0.0688133842610558,-0.257,0.121262610069787,"none","GGB3304_SGB4367","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB3321_SGB4394",0.105894648681292,-0.229,0.17193007566794,"none","GGB3321_SGB4394","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB33469_SGB15236",0.041184431407554,-0.288,0.0815226073752268,"none","GGB33469_SGB15236","GuYY_2017_Acarbose_D90","P<=0.05"
"GuYY_2017_Acarbose_D90.GGB3363_SGB4447",0.0733441481003208,-0.253,0.126924902999956,"none","GGB3363_SGB4447","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB3363_SGB4448",0.000361247891415274,-0.505,0.0016312600096721,"D90","GGB3363_SGB4448","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.GGB33928_SGB15225",0.0421521211373512,-0.287,0.0823105608695575,"none","GGB33928_SGB15225","GuYY_2017_Acarbose_D90","P<=0.05"
"GuYY_2017_Acarbose_D90.GGB35068_SGB47850",0.000190727123548508,-0.528,0.00098428819116998,"D90","GGB35068_SGB47850","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.GGB3570_SGB4777",0.0136473990779563,-0.349,0.0328674861127447,"D90","GGB3570_SGB4777","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.GGB3619_SGB4894",0.260755620726379,0.158,0.350504066929876,"none","GGB3619_SGB4894","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB3653_SGB4964",0.290496063800578,0.15,0.385107167148473,"none","GGB3653_SGB4964","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB3746_SGB5089",0.00568069734854659,0.392,0.0152011253123145,"D0","GGB3746_SGB5089","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.GGB3815_SGB5180",0.0119140773249977,-0.355,0.0294287892899516,"D90","GGB3815_SGB5180","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.GGB3819_SGB5184",0.0119140773249977,-0.355,0.0294287892899516,"D90","GGB3819_SGB5184","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.GGB3828_SGB5197",0.710152541564333,-0.0526,0.774468243441858,"none","GGB3828_SGB5197","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB51441_SGB71759",0.0591312817014236,-0.267,0.109544489818663,"none","GGB51441_SGB71759","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB51647_SGB4348",0.00408076090526082,-0.406,0.0112318085868607,"D90","GGB51647_SGB4348","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.GGB52130_SGB14966",0.236996802446483,-0.167,0.324606994820064,"none","GGB52130_SGB14966","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB55957_SGB77276",0.546289234422568,-0.0853,0.652386730364141,"none","GGB55957_SGB77276","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB58233_SGB79883",0.448581274743849,-0.107,0.554017044448599,"none","GGB58233_SGB79883","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB79734_SGB15291",0.0884177691275586,-0.24,0.148562414406189,"none","GGB79734_SGB15291","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB80011_SGB15265",0.041184431407554,-0.288,0.0815226073752268,"none","GGB80011_SGB15265","GuYY_2017_Acarbose_D90","P<=0.05"
"GuYY_2017_Acarbose_D90.GGB9237_SGB14179",0.828053443066769,-0.0307,0.879806783258442,"none","GGB9237_SGB14179","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB9342_SGB14306",0.605539866261333,0.073,0.700004085398101,"none","GGB9342_SGB14306","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB9512_SGB14909",0.175008298276776,-0.192,0.251628846776061,"none","GGB9512_SGB14909","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB9534_SGB14937",0.85826305868328,-0.0253,0.89222310776787,"none","GGB9534_SGB14937","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB9561_SGB14972",0.118995313686794,-0.221,0.186900248127628,"none","GGB9561_SGB14972","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB9602_SGB15031",0.414670567411369,0.115,0.51878698693457,"none","GGB9602_SGB15031","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB9614_SGB15049",0.1436119886727,-0.206,0.217297721080682,"none","GGB9614_SGB15049","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB9616_SGB15051",8.77550818257474e-06,-0.629,0.00012076770784591,"D90","GGB9616_SGB15051","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.GGB9616_SGB15052",7.41159177797777e-05,-0.56,0.000522426835081848,"D90","GGB9616_SGB15052","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.GGB9619_SGB15066",0.0273998152119289,-0.313,0.0590936313152798,"none","GGB9619_SGB15066","GuYY_2017_Acarbose_D90","P<=0.05"
"GuYY_2017_Acarbose_D90.GGB9619_SGB15067",0.00928012083221019,-0.368,0.0235259203553399,"D90","GGB9619_SGB15067","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.GGB9627_SGB15081",0.138399301127544,-0.209,0.210512621188737,"none","GGB9627_SGB15081","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB9699_SGB15216",0.229428161566986,-0.17,0.317247553554349,"none","GGB9699_SGB15216","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB9707_SGB15229",0.546289234422568,-0.0853,0.652386730364141,"none","GGB9707_SGB15229","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB9708_SGB15234",0.366748018977068,-0.128,0.473170435198092,"none","GGB9708_SGB15234","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB9713_SGB15249",0.79809609638949,-0.0362,0.860633477076726,"none","GGB9713_SGB15249","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB9758_SGB15368",0.980746363901563,0.00341,0.984151733220666,"none","GGB9758_SGB15368","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB9760_SGB15373",0.107994955072959,-0.228,0.174360569922264,"none","GGB9760_SGB15373","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.GGB9760_SGB15374",0.00408076090526082,-0.406,0.0112318085868607,"D90","GGB9760_SGB15374","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Gordonibacter_pamelaeae",0.65352005792823,0.0635,0.734892205218904,"none","Gordonibacter_pamelaeae","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Granulicatella_SGB8255",0.00828640294059771,-0.373,0.0211926588480773,"D90","Granulicatella_SGB8255","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Haemophilus_parainfluenzae",6.83442644844734e-05,-0.563,0.000506448524000329,"D90","Haemophilus_parainfluenzae","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Holdemania_filiformis",0.000115029232886865,0.546,0.000707307410730175,"D0","Holdemania_filiformis","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Holdemania_massiliensis",0.0125824951598697,-0.354,0.0305574882453979,"D90","Holdemania_massiliensis","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Hungatella_hathewayi",0.116727700199478,0.222,0.184340466435242,"none","Hungatella_hathewayi","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Hydrogenoanaerobacterium_saccharovorans",0.366748018977068,0.128,0.473170435198092,"none","Hydrogenoanaerobacterium_saccharovorans","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Intestinibacter_bartlettii",0.0287814111618189,-0.31,0.0607140717209173,"none","Intestinibacter_bartlettii","GuYY_2017_Acarbose_D90","P<=0.05"
"GuYY_2017_Acarbose_D90.Intestinimonas_butyriciproducens",0.805559457241567,0.0348,0.865452353690754,"none","Intestinimonas_butyriciproducens","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Klebsiella_pneumoniae",0.135848228588905,-0.211,0.207725598212664,"none","Klebsiella_pneumoniae","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Lachnospira_eligens",0.0325004148959391,0.303,0.067572805071413,"none","Lachnospira_eligens","GuYY_2017_Acarbose_D90","P<=0.05"
"GuYY_2017_Acarbose_D90.Lachnospira_pectinoschiza",0.702977309253496,-0.0539,0.769547130205532,"none","Lachnospira_pectinoschiza","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Lachnospira_sp_NSJ_43",0.00568069734854655,-0.392,0.0152011253123145,"D90","Lachnospira_sp_NSJ_43","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Lachnospiraceae_bacterium",0.00805334742955832,0.375,0.0207805125637712,"D0","Lachnospiraceae_bacterium","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Lachnospiraceae_bacterium_AM48_27BH",0.0483708861977532,-0.279,0.092577391464574,"none","Lachnospiraceae_bacterium_AM48_27BH","GuYY_2017_Acarbose_D90","P<=0.05"
"GuYY_2017_Acarbose_D90.Lachnospiraceae_bacterium_BX3",0.00290101462504891,-0.421,0.00846861845090059,"D90","Lachnospiraceae_bacterium_BX3","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Lachnospiraceae_bacterium_Marseille_Q4251",2.40967965632148e-06,-0.668,5.35690323597622e-05,"D90","Lachnospiraceae_bacterium_Marseille_Q4251","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Lachnospiraceae_bacterium_NSJ_29",0.0604410121121856,-0.266,0.109858191826551,"none","Lachnospiraceae_bacterium_NSJ_29","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Lachnotalea_sp_AF33_28",0.171958131599844,-0.194,0.250989394102803,"none","Lachnotalea_sp_AF33_28","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Lacrimispora_amygdalina",0.016018532187551,-0.341,0.0376370390422947,"D90","Lacrimispora_amygdalina","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Lacrimispora_celerecrescens",1.00369901580489e-05,-0.625,0.000131849552530733,"D90","Lacrimispora_celerecrescens","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Lawsonibacter_asaccharolyticus",0.0749075637507308,0.252,0.128858844785483,"none","Lawsonibacter_asaccharolyticus","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Mediterraneibacter_butyricigenes",0.632766014705938,-0.0676,0.714333508789125,"none","Mediterraneibacter_butyricigenes","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Mediterraneibacter_glycyrrhizinilyticus",0.027399815211929,0.313,0.0590936313152798,"none","Mediterraneibacter_glycyrrhizinilyticus","GuYY_2017_Acarbose_D90","P<=0.05"
"GuYY_2017_Acarbose_D90.Megamonas_funiformis",0.0958747414572182,-0.236,0.159240231500782,"none","Megamonas_funiformis","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Mesosutterella_multiformis",1.07168146265725e-07,-0.751,4.42451346725637e-06,"D90","Mesosutterella_multiformis","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Negativibacillus_massiliensis",0.361645110015542,-0.129,0.470790255831043,"none","Negativibacillus_massiliensis","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Neobittarella_massiliensis",0.667507808253821,0.0608,0.747712234826955,"none","Neobittarella_massiliensis","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Nitrosopumilus_SGB14899",0.409169889550767,-0.117,0.514130861218138,"none","Nitrosopumilus_SGB14899","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Odoribacter_splanchnicus",0.00290101462504899,0.421,0.00846861845090059,"D0","Odoribacter_splanchnicus","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Oscillibacter_sp_ER4",0.0207798743615299,0.327,0.0469170600818918,"D0","Oscillibacter_sp_ER4","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Oscillospiraceae_bacterium_Marseille_Q3528",0.0884177691275586,-0.24,0.148562414406189,"none","Oscillospiraceae_bacterium_Marseille_Q3528","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Parabacteroides_distasonis",0.835583868927476,-0.0294,0.88132751138701,"none","Parabacteroides_distasonis","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Parabacteroides_faecis",0.420214729343865,-0.114,0.523457141294729,"none","Parabacteroides_faecis","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Parabacteroides_goldsteinii",0.00272344073564379,0.424,0.00819869138126099,"D0","Parabacteroides_goldsteinii","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Parabacteroides_gordonii",0.0155998030077042,-0.342,0.0369536317149714,"D90","Parabacteroides_gordonii","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Parabacteroides_johnsonii",0.00179117737113925,-0.441,0.00568846439845322,"D90","Parabacteroides_johnsonii","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Parabacteroides_merdae",0.126005672361712,-0.216,0.193700209109227,"none","Parabacteroides_merdae","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Paraprevotella_clara",0.0517586538643236,-0.276,0.0977663461881668,"none","Paraprevotella_clara","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Parasutterella_excrementihominis",0.00805334742955841,-0.375,0.0207805125637712,"D90","Parasutterella_excrementihominis","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Parasutterella_SGB9260",0.00128473298344039,-0.455,0.00426767623234797,"D90","Parasutterella_SGB9260","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Phascolarctobacterium_faecium",1.1155358794479e-06,0.689,3.22389869160444e-05,"D0","Phascolarctobacterium_faecium","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Phocaeicola_coprocola",0.0673552313312314,-0.259,0.119421238372551,"none","Phocaeicola_coprocola","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Phocaeicola_dorei",0.175008298276776,0.192,0.251628846776061,"none","Phocaeicola_dorei","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Phocaeicola_massiliensis",0.027399815211929,0.313,0.0590936313152798,"none","Phocaeicola_massiliensis","GuYY_2017_Acarbose_D90","P<=0.05"
"GuYY_2017_Acarbose_D90.Phocaeicola_plebeius",0.881059836520017,0.0212,0.906143390584643,"none","Phocaeicola_plebeius","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Phocaeicola_sartorii",0.828053443066769,0.0307,0.879806783258442,"none","Phocaeicola_sartorii","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Phocaeicola_vulgatus",0.62591072174204,0.0689,0.714333508789125,"none","Phocaeicola_vulgatus","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Phocea_massiliensis",2.11615211151983e-05,0.601,0.000210885503527321,"D0","Phocea_massiliensis","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Prevotella_copri_clade_A",1.7038575734339e-05,-0.608,0.00018237586619348,"D90","Prevotella_copri_clade_A","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Prevotella_copri_clade_C",0.000190727123548508,-0.528,0.00098428819116998,"D90","Prevotella_copri_clade_C","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Pseudoflavonifractor_gallinarum",0.919265143840654,0.0143,0.932167110771751,"none","Pseudoflavonifractor_gallinarum","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Rheinheimera_SGB14999",0.000823237991398384,0.472,0.00317221039352178,"D0","Rheinheimera_SGB14999","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Romboutsia_timonensis",0.154487406942565,-0.201,0.228958259520007,"none","Romboutsia_timonensis","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Roseburia_faecis",0.000578725497019994,-0.486,0.00238930955198255,"D90","Roseburia_faecis","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Roseburia_hominis",3.52751031416076e-05,0.585,0.000308924388118928,"D0","Roseburia_hominis","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Roseburia_intestinalis",5.57190197436608e-05,0.57,0.000447299908497721,"D0","Roseburia_intestinalis","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Roseburia_inulinivorans",0.000882428456729256,0.471,0.00326951056403532,"D0","Roseburia_inulinivorans","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Roseburia_sp_AF02_12",0.0673552313312313,0.259,0.119421238372551,"none","Roseburia_sp_AF02_12","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Roseburia_sp_AM16_25",0.0645151785371751,0.262,0.116530541232773,"none","Roseburia_sp_AM16_25","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Rothia_mucilaginosa",0.0591312817014236,-0.267,0.109544489818663,"none","Rothia_mucilaginosa","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Ruminococcaceae_bacterium_AM28_23LB",0.148973950836671,0.204,0.224236832248947,"none","Ruminococcaceae_bacterium_AM28_23LB","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Ruminococcus_bicirculans",0.472036636442199,-0.102,0.580504629497003,"none","Ruminococcus_bicirculans","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Ruminococcus_bromii",0.0224303444150332,-0.322,0.0498643810457276,"D90","Ruminococcus_bromii","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Ruminococcus_callidus",0.0125824951598697,-0.354,0.0305574882453979,"D90","Ruminococcus_callidus","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Ruminococcus_gnavus",0.612297170009923,-0.0717,0.704995546346087,"none","Ruminococcus_gnavus","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Ruminococcus_lactaris",0.688706497827913,0.0567,0.759680068214759,"none","Ruminococcus_lactaris","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Ruminococcus_SGB4421",0.000106278710663183,-0.549,0.000682545497370219,"D90","Ruminococcus_SGB4421","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Ruminococcus_sp_AF13_28",0.865849832171514,0.0239,0.896883876335368,"none","Ruminococcus_sp_AF13_28","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Ruminococcus_sp_BSD2780120874_150323_B10",0.409169889550767,-0.117,0.514130861218138,"none","Ruminococcus_sp_BSD2780120874_150323_B10","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.Ruminococcus_sp_NSJ_13",1.7038575734339e-05,-0.608,0.00018237586619348,"D90","Ruminococcus_sp_NSJ_13","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Ruminococcus_torques",0.00372199194578684,-0.41,0.0104432589546835,"D90","Ruminococcus_torques","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Ruthenibacterium_lactatiformans",0.000151308568748343,0.536,0.000825059931476813,"D0","Ruthenibacterium_lactatiformans","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Streptococcus_australis",3.38210988421044e-05,-0.587,0.000305446798917755,"D90","Streptococcus_australis","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Streptococcus_gordonii",1.19904247122143e-05,-0.619,0.000138609309673197,"D90","Streptococcus_gordonii","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Streptococcus_mitis",0.000767748995767508,-0.475,0.002998371078065,"D90","Streptococcus_mitis","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Streptococcus_parasanguinis",0.000222165969659508,-0.522,0.00108823669884064,"D90","Streptococcus_parasanguinis","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Streptococcus_rubneri",0.000129438243740419,-0.542,0.000719377931557523,"D90","Streptococcus_rubneri","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Streptococcus_salivarius",5.33935758771659e-08,-0.769,3.08614868570019e-06,"D90","Streptococcus_salivarius","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Streptococcus_SGB14888",0.041184431407554,0.288,0.0815226073752268,"none","Streptococcus_SGB14888","GuYY_2017_Acarbose_D90","P<=0.05"
"GuYY_2017_Acarbose_D90.Streptococcus_vestibularis",3.64595328735411e-08,-0.779,3.08614868570019e-06,"D90","Streptococcus_vestibularis","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Sutterella_wadsworthensis",5.30670521263656e-07,-0.709,1.70404200716885e-05,"D90","Sutterella_wadsworthensis","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.TM7_phylum_sp_oral_taxon_348",0.552728411090297,-0.084,0.654666027889736,"none","TM7_phylum_sp_oral_taxon_348","GuYY_2017_Acarbose_D90","None"
"GuYY_2017_Acarbose_D90.TM7_phylum_sp_oral_taxon_352",0.00247564193875761,-0.429,0.00761128213086115,"D90","TM7_phylum_sp_oral_taxon_352","GuYY_2017_Acarbose_D90","q<=0.05"
"GuYY_2017_Acarbose_D90.Turicibacter_bilis",0.000230753308649344,-0.52,0.00111146176999434,"D90","Turicibacter_bilis","GuYY_2017_Acarbose_D90","q<=0.05"
